"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"13:51:19.5757060","Notepad.exe","9928","ReadFile","C:\Users\Research\Downloads\injector\rs.dll","SUCCESS","Offset: 119808, Length: 32768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"13:51:19.5762059","Notepad.exe","9928","ReadFile","C:\Users\Research\Downloads\injector\rs.dll","SUCCESS","Offset: 160768, Length: 4096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"13:51:19.5763152","Notepad.exe","9928","ReadFile","C:\Users\Research\Downloads\injector\rs.dll","SUCCESS","Offset: 152576, Length: 12288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"13:51:19.5764530","Notepad.exe","9928","ReadFile","C:\Users\Research\Downloads\injector\rs.dll","SUCCESS","Offset: 115712, Length: 4096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"13:51:19.5766109","Notepad.exe","9928","ReadFile","C:\Users\Research\Downloads\injector\rs.dll","SUCCESS","Offset: 290816, Length: 512, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"13:51:19.5771588","Notepad.exe","9928","Thread Create","","SUCCESS","Thread ID: 7640"
"13:51:19.5775069","Notepad.exe","9928","Thread Exit","","SUCCESS","Thread ID: 5716, User Time: 0.0000000, Kernel Time: 0.0000000"
"13:51:19.5779417","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5779839","Notepad.exe","9928","QueryNetworkOpenInformationFile","C:\ransomware_test","SUCCESS","CreationTime: 14-07-2026 13:55:59, LastAccessTime: 15-07-2026 13:49:09, LastWriteTime: 14-07-2026 15:14:22, ChangeTime: 14-07-2026 15:14:22, AllocationSize: 01-01-1601 05:30:00, EndOfFile: 01-01-1601 05:30:00, FileAttributes: D"
"13:51:19.5779918","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5780968","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5781440","Notepad.exe","9928","QueryDirectory","C:\ransomware_test\*","SUCCESS","FileInformationClass: FileFullDirectoryInformation, Filter: *, 2: ."
"13:51:19.5782009","Notepad.exe","9928","QueryDirectory","C:\ransomware_test","SUCCESS","FileInformationClass: FileFullDirectoryInformation, 1: .., 2: doc1.txt, 3: doc10.txt, 4: doc2.txt, 5: doc3.txt, 6: doc4.txt"
"13:51:19.5784811","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc1.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5785928","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc1.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5786439","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc1.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5786985","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc1.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5787184","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc1.txt","SUCCESS",""
"13:51:19.5788548","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc1.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5790639","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc1.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5791231","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc1.txt","SUCCESS",""
"13:51:19.5792712","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc1.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5793177","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc1.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5793394","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc1.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5794089","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5794655","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc1.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc1.txt.encrypted"
"13:51:19.5796114","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5882719","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc1.txt.encrypted","SUCCESS",""
"13:51:19.5885743","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc10.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5886850","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc10.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5887618","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc10.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5888549","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc10.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5888739","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc10.txt","SUCCESS",""
"13:51:19.5890485","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc10.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5892656","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc10.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5893389","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc10.txt","SUCCESS",""
"13:51:19.5894860","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc10.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5895658","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc10.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5895894","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc10.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5896739","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5897551","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc10.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc10.txt.encrypted"
"13:51:19.5898910","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5899288","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc10.txt.encrypted","SUCCESS",""
"13:51:19.5901021","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc2.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5901793","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc2.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5902319","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc2.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5903024","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc2.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5903226","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc2.txt","SUCCESS",""
"13:51:19.5916919","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc2.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5919173","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc2.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5919919","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc2.txt","SUCCESS",""
"13:51:19.5921571","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc2.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5922095","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc2.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5922248","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc2.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5926385","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5927175","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc2.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc2.txt.encrypted"
"13:51:19.5931208","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5931679","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc2.txt.encrypted","SUCCESS",""
"13:51:19.5933164","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc3.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5933787","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc3.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5934198","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc3.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5934823","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc3.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5934998","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc3.txt","SUCCESS",""
"13:51:19.5936053","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc3.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5937485","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc3.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5937881","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc3.txt","SUCCESS",""
"13:51:19.5939109","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc3.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5939508","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc3.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5939748","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc3.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5940481","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5943601","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc3.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc3.txt.encrypted"
"13:51:19.5945016","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5945452","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc3.txt.encrypted","SUCCESS",""
"13:51:19.5946727","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc4.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5947255","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc4.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5947501","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc4.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5948026","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc4.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5948523","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc4.txt","SUCCESS",""
"13:51:19.5949531","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc4.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5950675","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc4.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5951105","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc4.txt","SUCCESS",""
"13:51:19.5952305","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc4.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5952712","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc4.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5952826","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc4.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5953448","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5953929","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc4.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc4.txt.encrypted"
"13:51:19.5954839","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5955224","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc4.txt.encrypted","SUCCESS",""
"13:51:19.5956446","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc5.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5956865","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc5.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5957136","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc5.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5957584","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc5.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5957713","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc5.txt","SUCCESS",""
"13:51:19.5958640","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc5.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5959759","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc5.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5960177","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc5.txt","SUCCESS",""
"13:51:19.5961368","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc5.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5961665","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc5.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5961834","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc5.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5962465","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5962948","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc5.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc5.txt.encrypted"
"13:51:19.5963881","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5964261","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc5.txt.encrypted","SUCCESS",""
"13:51:19.5965577","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc6.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5965990","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc6.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5966241","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc6.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5966769","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc6.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5966877","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc6.txt","SUCCESS",""
"13:51:19.5967777","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc6.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5968768","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc6.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5970092","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc6.txt","SUCCESS",""
"13:51:19.5971630","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc6.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5971966","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc6.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5972143","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc6.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5972801","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5973271","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc6.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc6.txt.encrypted"
"13:51:19.5974758","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5975117","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc6.txt.encrypted","SUCCESS",""
"13:51:19.5976770","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc7.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5977266","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc7.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5977559","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc7.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5978130","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc7.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5978442","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc7.txt","SUCCESS",""
"13:51:19.5979485","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc7.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5980587","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc7.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5981061","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc7.txt","SUCCESS",""
"13:51:19.5982332","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc7.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5982730","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc7.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
"13:51:19.5984147","Notepad.exe","9928","QueryBasicInformationFile","C:\ransomware_test\doc7.txt","SUCCESS","CreationTime: 14-07-2026 15:14:16, LastAccessTime: 15-07-2026 13:51:19, LastWriteTime: 15-07-2026 13:51:19, ChangeTime: 15-07-2026 13:51:19, FileAttributes: A"
"13:51:19.5984885","Notepad.exe","9928","CreateFile","C:\ransomware_test","SUCCESS","Desired Access: Write Data/Add File, Synchronize, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5985441","Notepad.exe","9928","SetRenameInformationFile","C:\ransomware_test\doc7.txt","SUCCESS","ReplaceIfExists: True, FileName: C:\ransomware_test\doc7.txt.encrypted"
"13:51:19.5986584","Notepad.exe","9928","CloseFile","C:\ransomware_test","SUCCESS",""
"13:51:19.5987000","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc7.txt.encrypted","SUCCESS",""
"13:51:19.5988499","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc8.txt","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5988975","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc8.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5989215","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc8.txt","SUCCESS","Offset: 0, Length: 13, I/O Flags: Non-cached, Paging I/O, Priority: Normal"
"13:51:19.5989824","Notepad.exe","9928","ReadFile","C:\ransomware_test\doc8.txt","END OF FILE","Offset: 13, Length: 4096"
"13:51:19.5989984","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc8.txt","SUCCESS",""
"13:51:19.5990908","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc8.txt","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Non-Directory File, Disallow Exclusive, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Overwritten"
"13:51:19.5992001","Notepad.exe","9928","WriteFile","C:\ransomware_test\doc8.txt","SUCCESS","Offset: 0, Length: 13, Priority: Normal"
"13:51:19.5992440","Notepad.exe","9928","CloseFile","C:\ransomware_test\doc8.txt","SUCCESS",""
"13:51:19.5993625","Notepad.exe","9928","CreateFile","C:\ransomware_test\doc8.txt","SUCCESS","Desired Access: Read Attributes, Delete, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"13:51:19.5993935","Notepad.exe","9928","QueryAttributeTagFile","C:\ransomware_test\doc8.txt","SUCCESS","Attributes: A, ReparseTag: 0x0"
